Page_title	page_id	%revision	objective_frequency	obj_avg	well_writ_freq	well_writ_avg
Family_tree_of_the_Greek_gods	97771	450290126	144	4.125000	158	3.822785
Family_tree_of_the_Greek_gods	97771	439094342	44	4.068182	54	4.074074
Zener_diode	97835	445195364	0	0.000000	30	3.633333
Emo	100627	447011168	63	3.269841	68	3.588235
Child_labour	101942	449172992	64	3.562500	74	3.554054
Child_labour	101942	458272899	30	2.800000	30	3.133333
Child_labour	101942	485126691	41	3.536585	43	3.511628
Child_labour	101942	467513769	35	3.428571	41	3.317073
Child_labour	101942	478966861	31	3.580645	34	3.264706
Nonmetal	102193	450099328	34	3.205882	35	3.485714
Nonmetal	102193	462553245	0	0.000000	32	3.062500
Nonmetal	102193	441662296	64	3.000000	76	3.026316
Cell_theory	102858	486939853	90	3.488889	102	3.803922
Cell_theory	102858	461896943	40	3.700000	46	3.456522
Cell_theory	102858	499903020	43	4.093023	49	3.959184
Koala	17143	450083180	37	3.405405	41	3.560976
Koala	17143	459137880	109	3.715596	118	3.830508
Diego_Rivera	103362	464770078	32	3.968750	39	4.076923
Tissue_(biology)	103915	466151086	0	0.000000	30	3.666667
Tissue_(biology)	103915	446720305	30	3.533333	32	3.500000
Jhum_cultivation	10419053	409958980	0	0.000000	30	3.600000
Plant_tissue_culture	21076226	491590503	30	3.933333	37	4.135135
Cancer	105219	475479202	0	0.000000	33	4.212121
Ford_Mustang	105908	453510940	0	0.000000	41	4.951220
Queen_Silvia_of_Sweden	106393	446384903	34	3.470588	38	3.526316
Queen_Silvia_of_Sweden	106393	443973097	62	3.177419	73	3.410959
Ariana_Grande	25276055	445870598	38	3.447368	44	3.659091
Ariana_Grande	25276055	470528057	0	0.000000	33	4.181818
Ariana_Grande	25276055	444817011	30	3.466667	32	3.875000
Ariana_Grande	25276055	441820330	116	3.956897	128	4.000000
Ariana_Grande	25276055	485397179	43	3.860465	48	3.854167
Ariana_Grande	25276055	489877332	0	0.000000	32	3.968750
Ariana_Grande	25276055	475959465	0	0.000000	34	4.294118
History_of_cricket_in_India_to_1918	8499416	465767021	0	0.000000	30	3.466667
Pitcher_plant	113673	494599611	0	0.000000	30	3.100000
Kendall_Schmidt	25286273	441173949	45	3.755556	54	4.018519
Bournvita_Quiz_Contest	4315855	451263640	39	4.025641	42	4.285714
Jeff_Kinney_(writer)	16901045	468833803	0	0.000000	38	4.210526
Jeff_Kinney_(writer)	16901045	448309266	126	3.817460	140	4.321429
Jeff_Kinney_(writer)	16901045	461451952	61	3.934426	67	4.029851
Jeff_Kinney_(writer)	16901045	472675664	34	3.941176	41	3.902439
Copper	125293	475707596	0	0.000000	30	3.400000
Battles_of_Lexington_and_Concord	4321886	464836134	62	3.725806	64	3.796875
Miner's_Licence	8521315	428549580	32	2.812500	32	3.000000
Miner's_Licence	8521315	461074736	41	3.048780	42	3.023810
Sarojini_Naidu	133117	464363294	44	3.250000	51	3.274510
Sarojini_Naidu	133117	455369413	31	3.580645	35	3.800000
Sarojini_Naidu	133117	458469717	36	3.361111	44	3.386364
Uluru	133260	458607014	31	3.193548	38	3.500000
James_Deen	21105366	442189332	43	3.790698	44	3.454545
List_of_compounds	135619	449569125	0	0.000000	30	2.200000
Newbie	136116	442934273	90	3.366667	98	3.530612
Newbie	136116	470182715	52	3.711538	57	3.614035
Armenian_Genocide	140376	471508170	39	1.948718	38	2.815789
Armenian_Genocide	140376	441532339	39	2.051282	34	3.058824
Nattokinase	12725209	410420780	40	2.925000	37	3.594595
Gas_chamber	142788	448825307	31	4.096774	32	3.750000
Leprechaun	143130	452991998	33	4.333333	36	3.944444
Leprechaun	143130	480522111	64	3.375000	71	3.704225
Juan_Ponce_de_León	143363	454771986	34	3.176471	35	3.371429
Juan_Ponce_de_León	143363	462220458	39	3.435897	42	3.666667
Juan_Ponce_de_León	143363	457394251	31	3.612903	31	3.709677
Juan_Ponce_de_León	143363	450170207	34	3.147059	37	3.108108
Vacuum_flask	143689	474385423	36	3.805556	39	3.794872
Longitudinal_wave	144940	469608760	0	0.000000	30	3.866667
Pittsburgh_Pirates	24270	442545699	42	4.000000	42	4.000000
Crust_(geology)	145700	473316488	41	3.121951	44	3.204545
Crust_(geology)	145700	486930280	35	2.828571	39	3.000000
Lithosphere	145716	473839263	43	3.023256	45	3.088889
Asthenosphere	145717	473316516	41	2.975610	45	3.200000
Outer_core	146249	453184914	33	3.454545	33	3.181818
Outer_core	146249	478880453	30	2.800000	31	2.967742
Leather_&_Lace_Motorcycle_Club	33701210	482003112	41	4.902439	41	4.902439
Leif_Ericson	146803	446938397	72	2.944444	74	3.135135
Leif_Ericson	146803	473031728	51	2.862745	56	3.107143
Leif_Ericson	146803	454784433	32	3.906250	32	3.937500
Chemical_property	147027	471971176	0	0.000000	33	3.424242
Dnepropetrovsk_maniacs	21119570	441890737	33	4.727273	34	4.647059
Terracotta_Army	148653	493136075	32	3.906250	32	4.000000
Terracotta_Army	148653	455981267	36	3.722222	42	3.452381
Terracotta_Army	148653	478890587	33	4.151515	36	3.777778
Terracotta_Army	148653	467962089	0	0.000000	30	4.166667
Peter_Carl_Fabergé	149189	495121922	38	3.657895	46	3.717391
Peter_Carl_Fabergé	149189	495191912	43	3.674419	48	4.041667
Peter_Carl_Fabergé	149189	495088825	38	4.052632	43	4.209302
Peter_Carl_Fabergé	149189	495068377	45	4.000000	50	3.880000
Peter_Carl_Fabergé	149189	495129138	0	0.000000	31	4.612903
Peter_Carl_Fabergé	149189	495135546	122	3.836066	134	3.805970
Peter_Carl_Fabergé	149189	495075681	84	3.773810	110	4.009091
Peter_Carl_Fabergé	149189	495102860	39	3.717949	45	3.911111
Peter_Carl_Fabergé	149189	495111678	61	3.918033	65	4.030769
Juggalo	149208	467355659	41	3.439024	45	3.688889
Emma_Watson	149243	472523533	54	4.018519	58	4.362069
Emma_Watson	149243	480567081	36	4.333333	36	4.305556
Emma_Watson	149243	440566651	0	0.000000	37	4.108108
Indian_National_Congress	149333	456119662	0	0.000000	31	4.000000
Dorothea_Dix	149355	451285765	52	3.557692	53	3.622642
Dorothea_Dix	149355	483665695	34	3.588235	38	3.526316
Insanity	149411	449771638	36	3.305556	37	3.459459
R._K._Narayan	149895	494941216	30	3.566667	37	4.081081
Trigonometric_tables	150170	446848799	0	0.000000	33	3.787879
Classical_physics	151066	480132803	0	0.000000	31	3.354839
Homophone	151831	442956175	0	0.000000	32	3.468750
Munro_Chambers	16929512	445222200	32	2.937500	35	2.771429
Neal_Caffrey	25318696	441779252	0	0.000000	31	3.741935
Daniel_Radcliffe	153295	441795629	36	4.277778	44	4.522727
Daniel_Radcliffe	153295	440847014	0	0.000000	33	4.606061
Daniel_Radcliffe	153295	446388915	0	0.000000	32	4.187500
Poop_deck	153968	464501813	0	0.000000	30	2.733333
Mark_Twain	154450	462481085	35	4.057143	45	4.200000
Mark_Twain	154450	463327978	0	0.000000	30	4.300000
Mark_Twain	154450	463255272	0	0.000000	30	4.466667
Mark_Twain	154450	463225212	0	0.000000	31	4.290323
Cuboid	156802	471095566	35	3.400000	34	3.235294
Cuboid	156802	460829150	32	3.781250	34	3.705882
Robin_Hood	26171	484461921	55	3.345455	65	3.538462
Alexandre_Dumas	157272	490521277	69	3.014493	69	3.043478
Alexandre_Dumas	157272	478148799	44	3.136364	44	3.250000
Alexandre_Dumas	157272	474826870	46	3.065217	46	3.043478
Alexandre_Dumas	157272	468762282	45	2.755556	40	2.550000
Web_hosting_service	157465	489456068	36	3.750000	39	4.051282
Joseph_Merrick	157799	440077073	33	4.363636	42	4.452381
Bill_Cosby	158894	478109241	0	0.000000	31	3.870968
Bill_Cosby	158894	472170737	31	3.483871	38	3.578947
Stamp_Act_1765	159114	465495884	30	3.033333	31	3.193548
Emily_Dickinson	159275	472613022	30	3.300000	0	0.000000
Chad_Kroeger	159351	483592356	0	0.000000	31	3.838710
Chad_Kroeger	159351	466011237	0	0.000000	31	4.032258
Muscular_system	159748	479554813	154	3.344156	163	3.490798
Constantine_II_of_Greece	160199	451440857	54	3.259259	59	3.406780
Paul_of_Greece	160201	439972429	39	3.461538	44	3.522727
Monologue	161095	458519321	31	3.612903	30	3.466667
Mechanical_wave	162312	468956194	0	0.000000	30	3.800000
Mechanical_wave	162312	452415087	32	3.625000	35	3.657143
Mechanical_wave	162312	474317552	0	0.000000	30	2.866667
Chuck_Norris	162617	492008940	89	3.696629	97	3.876289
Chuck_Norris	162617	444079284	35	3.914286	36	3.888889
Chuck_Norris	162617	488494531	45	4.066667	47	4.361702
Chuck_Norris	162617	466031049	30	3.666667	35	3.914286
Chuck_Norris	162617	477276882	61	3.918033	72	4.083333
Aamir_Khan	163038	475518669	83	1.289157	0	0.000000
Maslow's_hierarchy_of_needs	163131	457514189	0	0.000000	31	4.451613
Maslow's_hierarchy_of_needs	163131	478075740	30	3.866667	33	4.000000
Maslow's_hierarchy_of_needs	163131	461651965	35	4.314286	41	4.365854
Battle_of_Bunker_Hill	163162	461731436	0	0.000000	31	3.935484
Battle_of_Bunker_Hill	163162	453610799	38	3.184211	38	3.342105
Eazy-E	163169	440385087	0	0.000000	31	4.193548
Project_Tiger	163289	442557829	31	3.612903	32	4.031250
Project_Tiger	163289	497519367	61	3.786885	67	3.850746
Project_Tiger	163289	492882066	39	3.282051	42	3.714286
Project_Tiger	163289	460003348	0	0.000000	32	4.187500
Project_Tiger	163289	495281730	35	3.771429	41	4.170732
Project_Tiger	163289	444560240	32	3.687500	32	4.093750
HuskyStarcraft	29524390	447711886	34	4.235294	36	4.222222
HuskyStarcraft	29524390	439136244	31	4.225806	34	4.264706
Barbie	164328	472127623	44	3.659091	54	4.074074
Barbie	164328	457426588	42	3.619048	50	3.680000
Barbie	164328	494436935	0	0.000000	32	3.437500
Barbie	164328	444019757	0	0.000000	30	4.333333
Barbie	164328	488611143	0	0.000000	31	3.548387
Barbie	164328	452913102	36	3.944444	45	4.111111
Barbie	164328	463329407	0	0.000000	31	4.225806
Zindagi_Na_Milegi_Dobara	29525315	440840416	32	3.875000	37	4.243243
Agenda_21	166164	446298611	0	0.000000	30	3.633333
Petrol_engine	166194	450295477	0	0.000000	34	3.500000
Reiki	166329	446950291	0	0.000000	36	4.194444
Project_plan	166554	454844934	32	3.343750	36	3.777778
Shutter_speed	166803	450792199	0	0.000000	31	3.870968
Groundhog	167427	497111296	0	0.000000	35	4.628571
Cell_type	167660	440198216	36	2.527778	40	2.800000
Sex_position	167748	447284661	0	0.000000	38	4.368421
Sex_position	167748	493473101	0	0.000000	31	4.096774
Sex_position	167748	481138811	0	0.000000	30	4.400000
69_(sex_position)	167884	496819244	41	3.682927	47	4.234043
69_(sex_position)	167884	447225520	67	3.910448	84	4.154762
69_(sex_position)	167884	469056913	76	4.105263	79	4.189873
69_(sex_position)	167884	484881672	33	4.363636	0	0.000000
Veterans_Day	168341	460178558	32	3.781250	40	3.775000
Veterans_Day	168341	460391050	36	4.166667	39	3.743590
Veterans_Day	168341	460127916	30	3.700000	34	3.823529
Veterans_Day	168341	459876141	40	3.650000	49	3.816327
Arithmetic_progression	168389	472096651	0	0.000000	30	3.400000
Arithmetic_progression	168389	460120746	0	0.000000	30	3.066667
Arithmetic_progression	168389	462784382	0	0.000000	37	3.459459
Sunny_16_rule	168421	450619727	36	4.472222	45	4.422222
Lil_Wayne	168540	490245733	52	3.807692	59	3.949153
Lil_Wayne	168540	474852077	30	4.600000	38	4.500000
Human_skeleton	168848	458527363	88	3.590909	94	3.744681
Human_skeleton	168848	465771669	54	3.555556	61	3.704918
Fucking,_Austria	169412	452360784	32	4.281250	37	4.432432
First_Love_(Yiruma_album)	25893116	458259100	31	4.258065	30	4.300000
List_of_geometric_shapes	169823	470107854	30	3.433333	32	3.531250
Saint_Patrick's_Day	170023	482439823	43	3.674419	47	3.893617
Saint_Patrick's_Day	170023	482354375	30	3.866667	36	4.000000
Saint_Patrick's_Day	170023	482003669	62	3.451613	68	3.779412
Saint_Patrick's_Day	170023	482381116	0	0.000000	31	4.322581
Ash_Wednesday	170388	478317340	31	3.774194	39	4.282051
Ash_Wednesday	170388	478209690	32	3.968750	41	4.121951
Pomeranian_(dog)	170595	494467289	0	0.000000	30	4.366667
Pomeranian_(dog)	170595	466529910	0	0.000000	30	4.300000
Liquefaction	173309	462779056	30	3.400000	37	3.216216
Hemorrhoid	173652	450533573	35	4.342857	47	4.574468
Hemorrhoid	173652	447308382	0	0.000000	31	4.387097
Hemorrhoid	173652	440705619	62	4.016129	85	4.129412
Hemorrhoid	173652	495361019	0	0.000000	34	4.147059
Debit_card_cashback	4368047	436205931	50	4.400000	73	4.356164
James_Chadwick	174316	449268531	40	3.625000	41	3.487805
Animal_testing	175596	443808419	32	3.500000	31	3.774194
List_of_data_structures	177318	441585629	0	0.000000	34	4.323529
Kalpana_Chawla	177537	498844234	37	3.675676	46	4.391304
Software_developer	179683	443893663	46	3.869565	46	3.717391
Charles_R._Drew	181532	477667115	53	3.509434	57	3.789474
Valentine's_Day	182462	476809135	0	0.000000	33	3.393939
Valentine's_Day	182462	475448414	31	3.870968	39	3.820513
Valentine's_Day	182462	476771447	0	0.000000	41	4.219512
Valentine's_Day	182462	476695162	0	0.000000	35	3.714286
Zaid_Hamid	25348674	457830209	44	2.613636	46	2.434783
Hyperbole	184433	470696099	0	0.000000	30	3.800000
Hyperbole	184433	445840556	32	4.218750	36	3.972222
Hyperbole	184433	434409182	110	4.154545	126	3.857143
Hyperbole	184433	473084665	0	0.000000	32	3.218750
Hyperbole	184433	458736415	0	0.000000	32	4.000000
Hyperbole	184433	477123944	33	3.969697	31	3.935484
Hyperbole	184433	447752770	38	3.657895	40	3.675000
Hyperbole	184433	461020060	64	3.546875	68	3.500000
Hyperbole	184433	456599891	51	3.843137	59	3.677966
Hyperbole	184433	464967676	0	0.000000	30	3.600000
Reagent	184897	463780638	0	0.000000	32	3.375000
Elijah_McCoy	185223	475771586	52	3.653846	59	4.016949
Germ_theory_of_disease	185259	444066482	0	0.000000	30	3.333333
Charles_Osborne_(hiccups)	4379918	439473312	37	4.027027	39	4.025641
John_D._Rockefeller	186300	447355213	41	3.560976	44	3.795455
John_D._Rockefeller	186300	470286675	51	3.764706	58	4.068966
UTQG	3526304	435398937	38	4.105263	46	3.891304
List_of_airlines	186708	443052611	38	3.105263	35	2.685714
Chandragupta_Maurya	187726	478902982	34	3.441176	37	3.864865
Chandragupta_Maurya	187726	465968414	0	0.000000	30	3.933333
Chandragupta_Maurya	187726	455185978	43	3.813953	46	4.326087
Search_engine_optimization	187946	458278713	0	0.000000	31	3.806452
Arteriosclerosis	188288	442427632	32	3.156250	36	2.972222
Penis_enlargement	188320	499935489	0	0.000000	32	3.906250
System_software	189021	450060625	30	3.333333	34	3.588235
Kent_Hovind	189874	456132360	33	1.757576	0	0.000000
Ibid.	190975	461001042	31	4.225806	37	4.135135
Harper_Lee	195086	450488227	0	0.000000	30	3.500000
Scale_factor	195347	476704715	38	2.947368	39	2.358974
Sirasa_TV	4390796	443506789	54	3.888889	47	3.787234
Hiatus_hernia	198188	468106474	0	0.000000	40	4.575000
Hiatus_hernia	198188	497938503	0	0.000000	38	4.500000
Hiatus_hernia	198188	448167510	60	4.366667	108	4.388889
Chinchilla	198290	436633816	32	3.843750	37	4.216216
Globe_Theatre	199185	488652996	173	3.115607	180	3.177778
Globe_Theatre	199185	478114033	91	3.461538	93	3.397849
Globe_Theatre	199185	483784062	62	3.129032	66	3.045455
Rock_(geology)	199661	432378475	159	3.238994	170	3.476471
Rock_(geology)	199661	487011236	93	3.279570	99	3.393939
Rock_(geology)	199661	463187846	40	3.450000	41	3.609756
Rock_(geology)	199661	460781067	32	3.468750	32	3.656250
Rock_(geology)	199661	456643852	50	3.540000	58	3.379310
Rock_(geology)	199661	481578866	47	3.021277	49	3.367347
Water_cycle	200167	477231143	30	3.533333	32	3.562500
Collision_domain	200823	447860098	0	0.000000	36	3.500000
Collision_domain	200823	471148947	32	3.875000	40	3.975000
Citalopram	201310	447708580	0	0.000000	31	4.354839
Citalopram	201310	440256227	0	0.000000	34	4.470588
Citalopram	201310	478763131	32	4.437500	37	4.189189
Mae_Jemison	201525	475095687	90	3.944444	109	4.036697
Atmosphere_of_Earth	202898	470030217	31	3.838710	36	3.805556
Atmosphere_of_Earth	202898	447713560	43	3.883721	44	3.772727
Atmosphere_of_Earth	202898	460209061	36	3.583333	37	3.972973
Atmosphere_of_Earth	202898	475306453	56	3.500000	65	3.492308
Atmosphere_of_Earth	202898	452191958	34	3.529412	37	3.648649
Atmosphere_of_Earth	202898	489897718	32	3.843750	36	3.888889
Atmosphere_of_Earth	202898	456157689	31	3.161290	39	3.153846
A_Guide_to_the_Project_Management_Body_of_Knowledge	203637	441498742	39	4.333333	44	4.181818
Nano-	203941	444128269	33	4.666667	39	4.564103
Nano-	203941	454177271	30	4.433333	32	4.375000
Literary_consonance	204404	448657030	39	3.666667	41	3.414634
Teacher	205075	446840825	0	0.000000	30	3.633333
Salem_witch_trials	205246	453367001	47	3.382979	47	3.595745
Salem_witch_trials	205246	457836660	38	3.289474	39	3.205128
Patrick_Caulfield	206693	437298855	38	3.184211	38	3.500000
Furby	207454	442671486	30	4.200000	37	4.513514
Demat_account	4401788	445342738	0	0.000000	30	3.733333
Somatic_cell	207754	432616062	34	3.852941	38	3.526316
Meerkat	208053	475287525	45	4.044444	54	4.222222
Meerkat	208053	488627925	35	3.514286	38	3.657895
Non-renewable_resource	208999	445528617	30	3.700000	30	3.400000
List_of_Governors_of_Pakistan	4404937	444222481	30	4.266667	36	4.083333
Lodestone	211177	453385950	40	3.725000	40	3.475000
Tyga	16989780	490672238	0	0.000000	34	3.617647
Tyga	16989780	475350277	41	3.951220	46	3.826087
Tyga	16989780	481040747	62	3.741935	74	3.945946
Macaulay_Culkin	212860	487743813	34	3.794118	38	4.000000
Alexander_Calder	213216	440815247	44	3.954545	54	3.925926
Alexander_Calder	213216	440800549	77	4.051948	99	4.292929
Alexander_Calder	213216	440837552	50	3.980000	61	3.983607
Alexander_Calder	213216	440785909	98	3.938776	124	4.120968
Air_conditioner_inverter	12796416	432569157	0	0.000000	44	4.022727
Fractional_distillation	213614	470403944	0	0.000000	31	3.935484
Gondolin	214616	429350258	67	3.671642	71	3.774648
List_of_music_styles	214666	455559801	98	3.295918	99	3.303030
List_of_music_styles	214666	486061819	30	2.933333	31	3.064516
Periscope	216021	450647427	35	3.342857	35	3.371429
Capillary_action	219021	446132126	0	0.000000	31	3.870968
Bengal_tiger	221151	476004933	0	0.000000	35	3.685714
Bengal_tiger	221151	465514838	0	0.000000	34	4.058824
Sticks_and_Stones_(nursery_rhyme)	12804887	463625888	0	0.000000	33	4.060606
Numbat	222412	443368816	30	3.300000	33	3.454545
A._R._Rahman	222417	459960779	0	0.000000	39	4.384615
Lata_Mangeshkar	222789	474190854	43	4.465116	43	4.604651
Lata_Mangeshkar	222789	498651168	178	4.589888	180	4.544444
Lata_Mangeshkar	222789	490537522	397	4.566751	397	4.554156
Lata_Mangeshkar	222789	467956790	67	4.567164	38	4.631579
Lata_Mangeshkar	222789	494062656	85	4.529412	85	4.517647
Lata_Mangeshkar	222789	472403525	123	4.609756	123	4.626016
Lata_Mangeshkar	222789	477968970	106	4.471698	104	4.471154
Lata_Mangeshkar	222789	479661670	101	4.485149	102	4.450980
Lata_Mangeshkar	222789	488752258	46	4.586957	46	4.500000
Lata_Mangeshkar	222789	495277737	46	4.543478	46	4.586957
Lata_Mangeshkar	222789	495442574	271	4.498155	271	4.501845
Lata_Mangeshkar	222789	483805724	70	4.471429	70	4.500000
Lata_Mangeshkar	222789	476175550	80	4.600000	79	4.620253
Lata_Mangeshkar	222789	498004673	232	4.525862	232	4.534483
Lata_Mangeshkar	222789	482614471	35	4.514286	35	4.371429
Lata_Mangeshkar	222789	480613110	141	4.517730	140	4.521429
Lata_Mangeshkar	222789	479177017	66	4.515152	65	4.523077
Lata_Mangeshkar	222789	487201619	34	4.382353	33	4.303030
Lata_Mangeshkar	222789	477617587	40	4.375000	42	4.309524
Lata_Mangeshkar	222789	496358836	196	4.566327	195	4.584615
Lata_Mangeshkar	222789	476827551	73	4.616438	73	4.616438
Lata_Mangeshkar	222789	469940156	44	4.704545	49	4.469388
Lata_Mangeshkar	222789	481684935	93	4.505376	93	4.505376
Lata_Mangeshkar	222789	484958681	119	4.554622	120	4.491667
Lata_Mangeshkar	222789	484341744	85	4.529412	85	4.517647
Emperor_Penguin	223204	487613465	30	3.666667	31	3.806452
Emperor_Penguin	223204	490784165	36	3.611111	43	3.930233
Emperor_Penguin	223204	456146346	40	3.500000	45	4.088889
Hipster_(contemporary_subculture)	8612424	443884076	33	3.363636	33	3.969697
Ghantasala_(singer)	223955	499264224	51	4.980392	51	4.941176
Lists_of_volcanoes	224545	432021699	37	2.864865	37	3.135135
Norton's_theorem	226856	455398669	31	3.935484	36	3.777778
Thévenin's_theorem	226864	443633764	34	3.470588	43	3.790698
Thévenin's_theorem	226864	455398334	0	0.000000	34	3.647059
Strategic_planning	227101	452313236	32	3.343750	44	3.886364
